State,District,Crop,Season,Area_ha,Annual_Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Yield_ton_per_ha
Andhra Pradesh,Kurnool,Maize,Kharif,172.62,889.4,38.4,7.17,186.3,4.2,8.599
Assam,Kamrup,Maize,Kharif,431.45,2555.7,33.2,5.62,46.4,7.1,8.593
Karnataka,Mysuru,Chickpea,Rabi,96.84,1038.6,18.9,5.85,149.5,3.91,4.112
Uttar Pradesh,Varanasi,Groundnut,Kharif,21.07,1045.0,23.0,8.19,186.7,2.23,6.042
Bihar,Gaya,Chickpea,Rabi,27.6,1218.7,21.3,7.07,161.9,0.2,4.314
Uttar Pradesh,Varanasi,Mustard,Rabi,142.75,656.1,32.6,7.16,180.4,3.24,5.138
Haryana,Rohtak,Cotton,Kharif,48.24,538.0,14.0,7.81,190.3,0.21,4.225
Maharashtra,Nashik,Soybean,Kharif,505.8,1253.5,29.5,6.19,88.2,0.29,6.096
Madhya Pradesh,Jabalpur,Rice,Kharif,220.46,1380.4,25.7,7.06,125.4,1.64,10.48
Rajasthan,Jodhpur,Sugarcane,Whole Year,84.87,286.2,22.9,8.23,121.4,0.33,10.442
Odisha,Cuttack,Chickpea,Rabi,266.53,1426.7,32.3,5.99,161.8,2.23,4.228
Jharkhand,Dhanbad,Mustard,Rabi,31.56,1837.4,17.5,6.38,108.7,3.2,5.874
Punjab,Ludhiana,Chickpea,Rabi,245.33,456.4,28.5,6.33,193.2,4.58,3.417
Assam,Nagaon,Rice,Kharif,74.82,2361.8,17.1,6.93,34.4,0.64,8.996
Uttar Pradesh,Agra,Maize,Kharif,321.08,815.6,29.5,6.69,154.4,0.69,8.383
Andhra Pradesh,Kurnool,Wheat,Rabi,106.66,1065.7,32.8,6.98,162.7,2.75,8.734
West Bengal,Burdwan,Sugarcane,Whole Year,16.04,2043.9,18.4,6.46,162.9,2.32,13.0
Bihar,Patna,Maize,Kharif,324.12,896.5,27.4,6.77,120.7,0.15,8.316
Bihar,Gaya,Soybean,Kharif,23.62,1284.0,25.8,7.06,87.6,2.26,6.43
Uttar Pradesh,Agra,Chickpea,Rabi,113.13,614.3,18.9,6.87,187.5,0.28,3.74
Rajasthan,Jodhpur,Chickpea,Rabi,55.26,503.6,27.2,7.39,60.5,4.89,2.437
Punjab,Amritsar,Sugarcane,Whole Year,74.22,687.4,22.3,7.38,184.3,4.64,13.0
Haryana,Hisar,Rice,Kharif,393.08,560.8,22.9,7.33,147.4,16.48,7.898
Jharkhand,Ranchi,Cotton,Kharif,594.24,1493.7,26.3,5.67,102.2,6.9,5.691
Odisha,Puri,Cotton,Kharif,17.35,1261.4,31.2,6.13,192.1,0.76,6.281
Maharashtra,Nagpur,Soybean,Kharif,6.96,1040.1,31.5,6.74,154.6,1.46,6.118
Madhya Pradesh,Jabalpur,Wheat,Rabi,147.9,904.3,25.5,6.54,119.6,1.3,7.267
Rajasthan,Bikaner,Mustard,Rabi,189.42,438.9,41.9,8.29,39.2,1.98,1.931
Andhra Pradesh,Kurnool,Barley,Rabi,73.71,976.1,32.3,7.32,132.7,2.04,5.858
Bihar,Gaya,Groundnut,Kharif,89.26,1223.3,24.0,6.13,172.2,9.97,6.92
Assam,Kamrup,Mustard,Rabi,432.29,2410.3,21.7,5.42,108.5,0.33,5.802
Tamil Nadu,Coimbatore,Barley,Rabi,30.71,861.4,26.8,5.95,140.5,1.83,6.456
Punjab,Amritsar,Maize,Kharif,335.7,673.9,24.3,7.77,260.5,0.1,10.304
Punjab,Ludhiana,Mustard,Rabi,22.18,642.6,30.8,7.9,255.0,3.86,6.553
Maharashtra,Nashik,Cotton,Kharif,99.39,897.2,24.8,6.06,114.9,0.68,4.902
Bihar,Patna,Barley,Rabi,537.83,1057.3,33.7,6.34,163.8,0.32,6.206
Rajasthan,Jaipur,Cotton,Kharif,76.49,319.3,30.3,9.0,80.0,0.78,2.575
Bihar,Muzaffarpur,Rice,Kharif,476.35,1249.3,22.0,6.54,134.9,0.29,11.042
West Bengal,Murshidabad,Cotton,Kharif,112.53,1743.1,32.4,5.9,132.0,7.94,6.452
Maharashtra,Nashik,Mustard,Rabi,19.12,885.7,23.0,6.18,86.6,7.5,4.752
Gujarat,Ahmedabad,Maize,Kharif,544.05,873.6,25.4,7.53,215.6,5.97,9.875
Gujarat,Rajkot,Rice,Kharif,30.39,531.5,36.3,7.98,119.7,7.52,7.061
Bihar,Gaya,Groundnut,Kharif,323.25,921.3,19.6,7.49,90.0,3.11,4.838
Odisha,Cuttack,Soybean,Kharif,439.24,1551.8,28.1,6.11,149.5,5.73,7.55
Uttar Pradesh,Varanasi,Mustard,Rabi,182.48,769.8,33.5,7.9,184.6,1.99,4.869
West Bengal,Nadia,Groundnut,Kharif,63.37,1578.6,28.6,6.91,131.5,3.89,7.039
Maharashtra,Nashik,Soybean,Kharif,178.48,1094.3,34.2,6.68,119.4,3.45,5.722
Haryana,Rohtak,Rice,Kharif,540.34,525.8,19.7,7.39,198.9,13.25,8.503
Karnataka,Mysuru,Mustard,Rabi,81.23,854.0,26.9,6.39,85.3,6.14,4.515
Uttar Pradesh,Agra,Maize,Kharif,295.16,748.9,26.6,6.92,143.1,0.1,7.769
Haryana,Karnal,Maize,Kharif,235.87,566.8,25.6,7.73,168.4,5.5,8.627
Uttar Pradesh,Agra,Groundnut,Kharif,681.19,642.0,21.1,6.89,122.5,4.19,5.051
Maharashtra,Pune,Rice,Kharif,313.31,1361.2,26.2,6.53,92.3,18.0,10.045
Uttar Pradesh,Agra,Barley,Rabi,952.32,729.5,16.1,7.39,201.1,5.07,7.608
Punjab,Amritsar,Wheat,Rabi,156.94,518.5,13.7,7.69,174.9,1.33,7.491
Andhra Pradesh,Krishna,Soybean,Kharif,188.45,1185.9,27.6,6.61,184.1,6.99,7.142
Assam,Jorhat,Mustard,Rabi,61.6,2132.8,22.4,4.2,86.7,1.13,4.801
Maharashtra,Pune,Mustard,Rabi,75.2,759.7,29.1,6.41,94.9,2.1,3.933
Maharashtra,Pune,Barley,Rabi,152.4,1048.2,27.1,6.26,137.9,3.27,6.867
Madhya Pradesh,Indore,Cotton,Kharif,206.66,679.0,41.4,5.72,66.7,1.55,3.42
Gujarat,Surat,Maize,Kharif,136.76,715.9,29.8,7.54,199.4,0.66,9.166
Odisha,Cuttack,Barley,Rabi,17.0,1444.0,31.3,6.33,85.0,2.38,6.541
Gujarat,Rajkot,Cotton,Kharif,69.57,648.3,29.4,7.22,107.6,3.57,4.202
Karnataka,Dharwad,Mustard,Rabi,549.69,863.5,27.8,7.5,222.3,1.52,6.086
Karnataka,Dharwad,Groundnut,Kharif,623.83,854.9,31.3,6.42,90.1,0.38,5.045
Jharkhand,Dhanbad,Sugarcane,Whole Year,364.17,1001.0,20.9,6.34,103.4,0.92,13.0
Karnataka,Raichur,Soybean,Kharif,401.3,911.3,37.3,7.32,109.7,9.37,5.503
Jharkhand,Hazaribag,Wheat,Rabi,104.94,1325.5,23.8,5.17,95.8,0.83,7.701
Andhra Pradesh,Krishna,Sugarcane,Whole Year,183.14,867.0,36.6,7.23,119.2,7.86,13.0
Jharkhand,Dhanbad,Rice,Kharif,163.19,792.7,30.2,5.63,131.1,13.15,8.452
Odisha,Cuttack,Wheat,Rabi,56.38,1842.7,25.8,6.18,89.0,4.43,8.672
Assam,Kamrup,Groundnut,Kharif,143.59,2567.4,19.4,5.45,47.6,1.86,5.515
Maharashtra,Nashik,Sugarcane,Whole Year,63.68,720.6,27.4,7.02,100.9,0.84,12.53
Punjab,Patiala,Cotton,Kharif,37.71,585.8,19.8,6.77,230.6,0.25,5.346
Uttar Pradesh,Agra,Soybean,Kharif,138.62,850.0,29.2,6.37,79.3,7.04,4.893
Maharashtra,Nashik,Sugarcane,Whole Year,70.5,852.8,32.1,7.49,128.4,6.93,13.0
Andhra Pradesh,Krishna,Rice,Kharif,42.08,1110.2,35.9,7.19,135.6,0.31,9.471
Uttar Pradesh,Agra,Maize,Kharif,245.57,652.3,18.0,7.58,142.6,0.46,7.576
Madhya Pradesh,Bhopal,Mustard,Rabi,141.01,1024.6,27.1,6.85,34.5,13.03,4.023
West Bengal,Nadia,Sugarcane,Whole Year,2.18,1663.8,27.1,5.34,193.5,16.01,13.0
Haryana,Rohtak,Wheat,Rabi,120.56,528.3,24.5,7.86,214.5,5.57,8.738
Punjab,Patiala,Chickpea,Rabi,82.03,520.4,21.6,7.2,203.5,4.38,3.608
Maharashtra,Nashik,Sugarcane,Whole Year,32.85,1120.5,31.6,6.08,158.0,7.66,13.0
Gujarat,Rajkot,Barley,Rabi,59.47,734.7,18.5,7.83,20.0,1.98,4.332
Gujarat,Rajkot,Soybean,Kharif,212.19,670.4,30.2,7.28,117.1,0.84,4.61
Punjab,Ludhiana,Rice,Kharif,104.59,535.4,21.1,7.21,203.0,2.71,8.748
Madhya Pradesh,Jabalpur,Cotton,Kharif,314.25,600.0,30.9,6.17,44.5,3.64,4.023
West Bengal,Murshidabad,Sugarcane,Whole Year,142.89,1585.1,35.7,6.73,117.2,0.21,13.0
Assam,Kamrup,Soybean,Kharif,199.48,2246.5,35.5,4.92,53.7,0.61,5.917
Rajasthan,Jaipur,Mustard,Rabi,268.66,362.6,16.6,7.45,31.8,3.44,2.858
Bihar,Patna,Groundnut,Kharif,101.57,1228.0,33.2,5.95,162.8,4.98,6.81
Tamil Nadu,Thanjavur,Mustard,Rabi,509.09,869.9,36.1,6.09,141.1,4.36,4.686
Tamil Nadu,Coimbatore,Sugarcane,Whole Year,155.21,1008.4,35.5,6.79,100.2,2.13,13.0
West Bengal,Burdwan,Mustard,Rabi,187.36,1822.0,20.3,6.0,60.7,1.61,4.737
Rajasthan,Jaipur,Wheat,Rabi,50.28,360.8,19.2,7.36,74.3,3.45,5.494
Maharashtra,Nagpur,Soybean,Kharif,6.11,775.5,23.7,6.2,149.6,1.33,5.152
Gujarat,Ahmedabad,Maize,Kharif,19.14,833.7,28.3,7.96,127.1,2.48,7.733
Tamil Nadu,Coimbatore,Chickpea,Rabi,163.96,1000.9,33.9,6.53,167.8,2.14,3.44
Andhra Pradesh,Kurnool,Barley,Rabi,97.92,708.6,32.5,6.69,117.0,1.25,5.2
Andhra Pradesh,Kurnool,Groundnut,Kharif,674.29,1293.7,23.9,6.57,148.2,3.84,7.007
Punjab,Patiala,Groundnut,Kharif,64.17,724.5,16.4,7.56,181.0,7.21,5.986
Jharkhand,Hazaribag,Rice,Kharif,39.92,1294.6,34.8,5.08,106.0,3.06,9.305
Bihar,Patna,Groundnut,Kharif,176.04,724.5,23.4,7.83,103.9,1.55,4.205
Tamil Nadu,Thanjavur,Chickpea,Rabi,456.15,820.7,31.1,6.96,170.2,0.45,3.643
Maharashtra,Pune,Barley,Rabi,7.28,992.3,29.5,7.1,122.5,0.19,5.754
Bihar,Muzaffarpur,Chickpea,Rabi,50.6,689.4,29.2,7.03,160.3,5.98,3.278
Assam,Nagaon,Chickpea,Rabi,36.56,1956.3,25.5,4.84,102.9,5.98,3.801
Gujarat,Surat,Chickpea,Rabi,762.86,734.7,20.3,8.13,142.7,15.04,3.565
Assam,Nagaon,Rice,Kharif,503.8,2207.1,18.7,5.79,52.4,1.97,9.465
Madhya Pradesh,Bhopal,Mustard,Rabi,64.55,1005.1,23.4,6.98,189.4,3.09,5.874
Gujarat,Surat,Rice,Kharif,54.28,551.0,29.8,7.71,111.7,4.2,6.974
West Bengal,Murshidabad,Wheat,Rabi,430.42,1109.9,20.9,6.46,96.7,8.75,8.093
Karnataka,Raichur,Soybean,Kharif,125.71,880.1,25.7,7.1,170.5,0.62,5.677
Madhya Pradesh,Jabalpur,Wheat,Rabi,65.34,988.1,29.0,6.98,134.0,4.02,7.912
Maharashtra,Pune,Barley,Rabi,97.6,789.7,33.6,5.52,198.3,4.12,5.956
Madhya Pradesh,Bhopal,Mustard,Rabi,481.16,824.9,30.7,7.47,173.2,1.35,4.907
West Bengal,Murshidabad,Sugarcane,Whole Year,168.03,1369.6,19.9,6.59,118.0,1.37,13.0
Madhya Pradesh,Bhopal,Barley,Rabi,243.94,1057.7,25.0,6.3,169.4,2.49,7.145
Gujarat,Surat,Sugarcane,Whole Year,207.48,622.2,26.7,7.01,116.4,1.75,12.586
Assam,Kamrup,Chickpea,Rabi,237.28,2115.8,20.7,6.31,73.4,7.21,4.302
Punjab,Amritsar,Sugarcane,Whole Year,414.08,651.7,28.4,7.35,160.1,0.76,13.0
Rajasthan,Jodhpur,Mustard,Rabi,6.17,393.3,22.2,8.02,109.2,4.4,4.221
Gujarat,Rajkot,Cotton,Kharif,39.13,667.1,33.4,5.88,139.2,0.32,4.514
Gujarat,Surat,Mustard,Rabi,74.16,814.4,33.0,6.59,140.8,1.44,4.654
Gujarat,Rajkot,Barley,Rabi,143.68,625.5,25.4,8.49,184.6,4.75,6.31
West Bengal,Murshidabad,Maize,Kharif,530.23,1187.9,26.0,6.71,113.0,0.26,8.448
Tamil Nadu,Coimbatore,Maize,Kharif,71.3,899.6,30.7,6.46,140.6,6.13,8.702
Tamil Nadu,Coimbatore,Maize,Kharif,171.08,1097.5,33.0,6.1,149.4,1.75,9.592
Tamil Nadu,Thanjavur,Maize,Kharif,48.88,992.4,30.6,7.02,168.0,11.13,9.321
Maharashtra,Nagpur,Soybean,Kharif,198.98,1019.4,28.8,7.31,166.3,1.18,6.147
Uttar Pradesh,Varanasi,Chickpea,Rabi,148.17,891.6,25.0,6.39,179.7,16.26,4.29
Odisha,Puri,Groundnut,Kharif,28.47,1367.2,25.6,6.54,70.3,0.38,5.246
Madhya Pradesh,Jabalpur,Groundnut,Kharif,93.47,786.6,24.0,6.85,101.4,5.23,5.584
Odisha,Cuttack,Rice,Kharif,35.13,1405.5,30.3,6.67,146.9,10.53,11.09
Rajasthan,Jaipur,Mustard,Rabi,119.38,235.6,30.8,8.29,47.0,18.0,2.039
Assam,Kamrup,Groundnut,Kharif,34.97,2543.9,25.8,5.95,108.9,0.17,6.119
Haryana,Karnal,Mustard,Rabi,318.32,677.2,27.6,6.4,188.2,2.72,5.363
Jharkhand,Hazaribag,Sugarcane,Whole Year,53.12,1450.3,30.4,5.36,185.6,0.67,13.0
Andhra Pradesh,Kurnool,Chickpea,Rabi,32.38,892.7,25.0,7.04,144.6,2.45,3.188
Assam,Jorhat,Soybean,Kharif,80.14,2227.2,29.0,5.07,31.7,2.04,5.742
West Bengal,Burdwan,Soybean,Kharif,44.88,1837.6,30.3,6.84,203.0,1.4,7.679
Odisha,Puri,Soybean,Kharif,72.74,714.7,33.9,6.26,127.7,1.2,4.942
Madhya Pradesh,Jabalpur,Rice,Kharif,104.67,938.9,22.5,7.27,144.7,6.98,9.034
Assam,Kamrup,Wheat,Rabi,106.51,2657.5,21.0,5.8,118.9,8.83,9.331
West Bengal,Murshidabad,Chickpea,Rabi,127.21,1756.1,28.4,5.98,126.5,1.89,3.997
Karnataka,Mysuru,Chickpea,Rabi,152.53,781.6,26.2,7.01,189.7,6.78,4.236
West Bengal,Burdwan,Maize,Kharif,418.06,1572.5,33.3,5.19,104.1,3.06,9.24
Jharkhand,Dhanbad,Cotton,Kharif,38.16,1234.7,33.4,4.55,72.4,3.07,4.569
Madhya Pradesh,Jabalpur,Mustard,Rabi,376.58,906.3,30.0,6.33,192.9,1.71,5.324
Assam,Jorhat,Soybean,Kharif,326.05,2234.3,21.7,6.25,65.5,0.24,6.443
Uttar Pradesh,Kanpur,Maize,Kharif,350.15,840.4,21.0,6.71,192.0,2.0,9.357
Punjab,Amritsar,Soybean,Kharif,151.46,591.0,22.6,7.11,257.8,1.03,6.024
Tamil Nadu,Coimbatore,Chickpea,Rabi,163.55,1174.9,30.7,6.34,136.3,1.25,3.674
Bihar,Muzaffarpur,Sugarcane,Whole Year,186.79,923.0,28.3,6.76,137.6,5.69,13.0
Uttar Pradesh,Agra,Chickpea,Rabi,170.81,717.2,27.9,6.55,196.5,3.39,4.08
Tamil Nadu,Thanjavur,Groundnut,Kharif,61.46,866.8,35.4,6.38,165.9,0.52,5.729
Punjab,Amritsar,Wheat,Rabi,49.79,590.1,23.0,7.52,262.2,1.67,9.019
Punjab,Ludhiana,Sugarcane,Whole Year,80.8,580.8,16.3,7.09,196.3,1.62,13.0
Jharkhand,Hazaribag,Barley,Rabi,22.97,1331.5,24.4,5.94,102.1,1.4,6.59
West Bengal,Nadia,Mustard,Rabi,6.61,1604.1,29.1,6.07,171.7,2.85,6.203
Andhra Pradesh,Krishna,Cotton,Kharif,22.46,797.2,25.0,6.32,166.8,3.27,5.161
Madhya Pradesh,Jabalpur,Groundnut,Kharif,195.54,1274.7,21.1,7.4,54.1,6.46,5.564
Odisha,Sambalpur,Barley,Rabi,79.35,1396.3,30.8,5.03,129.3,3.07,6.665
Gujarat,Surat,Chickpea,Rabi,139.55,658.4,22.6,7.92,140.8,2.18,3.487
Tamil Nadu,Coimbatore,Cotton,Kharif,0.42,965.7,37.1,6.75,200.1,0.3,5.859
Haryana,Karnal,Chickpea,Rabi,3.13,550.7,29.8,7.13,171.0,4.61,3.209
West Bengal,Murshidabad,Rice,Kharif,658.47,2119.6,27.7,7.01,110.4,1.02,10.881
Haryana,Hisar,Chickpea,Rabi,270.21,561.6,20.4,7.91,185.8,4.99,4.239
Andhra Pradesh,Krishna,Barley,Rabi,92.19,870.6,25.8,6.57,221.8,0.88,7.681
Punjab,Patiala,Barley,Rabi,515.9,493.7,27.7,7.08,149.7,0.27,6.169
Gujarat,Rajkot,Chickpea,Rabi,15.51,876.7,28.7,6.93,207.7,1.04,4.214
Maharashtra,Nagpur,Cotton,Kharif,254.74,1006.5,36.7,6.67,96.5,3.42,4.793
Karnataka,Mysuru,Groundnut,Kharif,210.6,1133.7,24.4,6.53,164.7,9.67,6.593
Haryana,Rohtak,Cotton,Kharif,104.2,567.8,22.6,7.53,131.2,3.05,4.119
Assam,Jorhat,Sugarcane,Whole Year,354.32,2199.8,29.0,4.92,112.6,0.77,13.0
Rajasthan,Jodhpur,Chickpea,Rabi,233.5,454.5,19.2,6.75,96.0,1.15,2.95
Odisha,Cuttack,Maize,Kharif,78.86,1377.1,32.0,6.36,90.4,5.97,9.39
Rajasthan,Jaipur,Maize,Kharif,31.62,162.2,36.7,6.89,61.2,0.25,4.012
West Bengal,Nadia,Maize,Kharif,477.02,1061.6,29.2,6.01,128.0,2.73,8.828
Karnataka,Dharwad,Mustard,Rabi,988.26,552.2,24.3,6.87,149.8,2.63,5.041
Gujarat,Surat,Groundnut,Kharif,16.84,693.6,33.1,6.43,120.9,4.14,4.927
Uttar Pradesh,Agra,Cotton,Kharif,135.53,903.4,27.0,7.07,188.1,1.42,5.535
Andhra Pradesh,Kurnool,Mustard,Rabi,156.17,797.7,34.5,7.03,138.7,2.65,4.768
Madhya Pradesh,Indore,Maize,Kharif,99.88,599.9,18.6,6.39,115.9,1.44,7.007
Haryana,Rohtak,Barley,Rabi,422.89,520.4,34.2,7.47,207.0,1.2,6.371
Andhra Pradesh,Krishna,Wheat,Rabi,270.58,762.5,33.7,7.08,88.2,2.86,6.528
Madhya Pradesh,Bhopal,Maize,Kharif,216.11,922.1,26.3,7.18,132.8,5.74,8.939
Andhra Pradesh,Krishna,Wheat,Rabi,239.15,940.0,25.9,6.97,131.2,0.89,8.194
Tamil Nadu,Madurai,Mustard,Rabi,249.57,1197.7,28.6,6.06,101.2,0.75,4.515
Rajasthan,Jodhpur,Rice,Kharif,550.77,248.4,29.4,6.95,88.0,4.68,6.403
Bihar,Muzaffarpur,Barley,Rabi,146.12,1183.8,35.1,6.86,158.6,0.59,6.409
Madhya Pradesh,Indore,Sugarcane,Whole Year,113.92,782.7,23.4,6.62,126.9,2.59,13.0
Andhra Pradesh,Guntur,Rice,Kharif,380.04,825.7,36.0,5.99,179.8,2.4,9.435
Odisha,Puri,Chickpea,Rabi,152.86,1391.8,24.5,6.59,56.5,9.84,4.461
West Bengal,Nadia,Groundnut,Kharif,164.05,1362.4,24.4,5.68,156.4,2.35,7.074
Gujarat,Ahmedabad,Soybean,Kharif,7.47,492.1,27.8,8.02,150.1,5.07,4.662
Karnataka,Dharwad,Rice,Kharif,190.61,805.9,25.5,7.91,129.0,1.12,7.73
Haryana,Karnal,Rice,Kharif,136.98,747.9,20.5,7.67,176.7,1.93,8.695
Jharkhand,Hazaribag,Maize,Kharif,404.09,1091.0,28.4,6.05,94.7,1.34,8.046
Karnataka,Mysuru,Rice,Kharif,84.82,581.5,32.5,6.8,79.3,0.26,7.139
Andhra Pradesh,Guntur,Soybean,Kharif,649.17,771.4,38.6,6.48,125.5,6.23,4.823
Maharashtra,Pune,Soybean,Kharif,18.08,1042.0,36.4,6.69,103.4,1.31,5.041
Karnataka,Raichur,Soybean,Kharif,64.17,639.0,28.3,6.54,132.8,18.0,4.761
Odisha,Cuttack,Rice,Kharif,26.65,1054.7,28.4,5.58,77.5,4.47,8.558
Rajasthan,Bikaner,Sugarcane,Whole Year,162.83,479.8,27.6,7.23,99.0,4.75,11.6
Karnataka,Raichur,Mustard,Rabi,369.99,880.2,32.0,5.76,144.0,6.2,4.609
West Bengal,Murshidabad,Mustard,Rabi,383.47,1295.8,28.3,6.2,80.0,3.58,4.917
Tamil Nadu,Madurai,Mustard,Rabi,644.71,963.5,29.2,6.11,179.8,5.48,5.884
Haryana,Hisar,Mustard,Rabi,216.95,460.3,27.3,7.2,225.4,12.18,5.624
Assam,Kamrup,Barley,Rabi,538.72,2490.4,24.6,4.81,124.3,4.82,6.888
Maharashtra,Nashik,Cotton,Kharif,432.31,589.7,30.4,6.35,181.3,0.2,5.13
Assam,Kamrup,Rice,Kharif,337.58,2159.1,37.8,5.28,69.1,1.66,9.619
Tamil Nadu,Madurai,Barley,Rabi,63.1,1198.1,25.7,7.5,224.3,1.75,8.485
Bihar,Muzaffarpur,Wheat,Rabi,1156.0,1056.3,28.0,7.02,107.3,2.25,8.13
Odisha,Sambalpur,Groundnut,Kharif,140.63,881.3,20.3,5.99,67.0,7.82,5.491
Rajasthan,Bikaner,Cotton,Kharif,76.44,459.5,34.9,7.48,67.4,3.25,2.967
Haryana,Rohtak,Barley,Rabi,43.98,570.8,21.6,7.31,200.9,0.25,6.367
Bihar,Gaya,Chickpea,Rabi,79.48,1174.9,27.8,6.72,105.7,1.48,3.27
Odisha,Sambalpur,Chickpea,Rabi,121.45,1489.0,26.7,6.24,151.5,1.27,4.464
Uttar Pradesh,Kanpur,Mustard,Rabi,10.66,640.5,34.1,7.41,133.6,10.45,4.035
Assam,Jorhat,Rice,Kharif,492.8,2617.3,31.0,6.72,102.4,0.18,10.444
Uttar Pradesh,Varanasi,Rice,Kharif,241.8,796.1,21.1,6.99,123.7,1.67,8.426
Assam,Jorhat,Rice,Kharif,134.11,2888.3,21.7,5.46,94.8,6.46,10.604
Assam,Jorhat,Wheat,Rabi,3.3,1934.5,28.6,5.52,123.8,3.61,9.059
Bihar,Gaya,Barley,Rabi,348.23,1395.3,28.7,6.76,102.9,1.41,6.884
Karnataka,Raichur,Chickpea,Rabi,79.68,808.4,23.5,6.22,99.7,1.43,3.577
Andhra Pradesh,Krishna,Chickpea,Rabi,156.89,1156.9,28.3,6.86,161.5,1.03,4.133
Madhya Pradesh,Bhopal,Cotton,Kharif,101.94,733.4,35.3,7.42,76.3,0.1,3.773
Maharashtra,Pune,Barley,Rabi,54.09,931.7,27.1,6.88,126.2,7.14,6.317
Karnataka,Raichur,Wheat,Rabi,591.78,844.4,26.3,6.36,166.5,5.82,8.915
Assam,Kamrup,Mustard,Rabi,627.49,2534.4,17.4,5.17,86.7,0.48,5.312
Gujarat,Rajkot,Mustard,Rabi,318.02,578.0,31.6,7.11,120.5,6.64,4.185
Gujarat,Ahmedabad,Mustard,Rabi,175.53,660.6,32.7,7.71,214.0,1.66,5.082
Gujarat,Ahmedabad,Soybean,Kharif,20.17,292.0,25.9,6.38,100.8,9.14,3.657
West Bengal,Murshidabad,Rice,Kharif,58.88,1765.0,30.2,5.4,122.9,3.87,11.135
Assam,Nagaon,Mustard,Rabi,107.17,2320.9,22.6,6.0,50.6,4.13,4.643
Assam,Kamrup,Chickpea,Rabi,143.4,2174.8,34.3,5.33,89.5,2.17,3.868
Maharashtra,Nagpur,Sugarcane,Whole Year,38.85,1193.6,23.7,7.19,134.9,1.6,13.0
Andhra Pradesh,Kurnool,Wheat,Rabi,7.31,771.7,36.6,6.74,164.4,0.39,7.54
Uttar Pradesh,Agra,Cotton,Kharif,28.62,1006.9,27.0,7.23,208.8,3.36,6.26
Madhya Pradesh,Jabalpur,Maize,Kharif,4.85,1093.6,21.4,6.61,136.6,0.82,9.019
Andhra Pradesh,Kurnool,Groundnut,Kharif,137.31,874.2,25.0,6.36,99.5,1.56,5.323
Odisha,Puri,Barley,Rabi,78.95,1391.2,25.3,5.66,97.8,2.46,6.609
Andhra Pradesh,Krishna,Groundnut,Kharif,499.11,660.1,34.7,8.21,132.5,14.0,5.112
Andhra Pradesh,Krishna,Wheat,Rabi,31.27,1141.6,28.5,7.54,143.6,0.96,8.111
Haryana,Rohtak,Groundnut,Kharif,412.41,540.1,13.4,7.16,195.1,0.14,5.162
West Bengal,Nadia,Groundnut,Kharif,243.99,1438.8,26.9,6.66,112.0,0.6,6.814
Jharkhand,Ranchi,Soybean,Kharif,19.45,1029.7,27.5,5.32,86.2,1.24,5.114
Haryana,Karnal,Maize,Kharif,168.74,493.4,21.3,7.26,225.2,4.78,8.898
Andhra Pradesh,Guntur,Groundnut,Kharif,157.02,1054.4,26.5,6.3,90.2,0.1,5.444
Maharashtra,Nashik,Maize,Kharif,155.09,1250.6,30.5,6.71,127.2,6.17,9.652
Tamil Nadu,Madurai,Wheat,Rabi,58.84,1230.8,36.2,7.16,203.8,0.99,9.008
Punjab,Amritsar,Maize,Kharif,278.04,560.1,12.0,7.03,219.5,1.65,8.5
Bihar,Muzaffarpur,Cotton,Kharif,62.11,808.0,20.7,7.19,134.8,1.67,4.687
Maharashtra,Nashik,Barley,Rabi,340.1,801.0,29.8,7.68,181.6,4.02,6.417
Assam,Nagaon,Wheat,Rabi,194.83,2551.3,23.9,4.96,132.0,0.37,9.344
Assam,Nagaon,Groundnut,Kharif,78.31,2263.2,22.1,4.82,81.0,1.96,5.5
Rajasthan,Bikaner,Sugarcane,Whole Year,178.74,333.5,29.6,8.08,66.3,10.61,9.828
Haryana,Karnal,Mustard,Rabi,189.28,581.8,29.6,7.61,233.3,5.24,5.82
Gujarat,Surat,Maize,Kharif,207.31,670.6,29.5,7.81,192.9,2.83,8.151
Haryana,Rohtak,Cotton,Kharif,243.26,490.9,22.0,7.16,164.4,1.68,4.212
Tamil Nadu,Thanjavur,Soybean,Kharif,45.65,1109.4,34.3,6.51,130.6,1.25,5.582
Tamil Nadu,Thanjavur,Rice,Kharif,177.57,799.9,27.0,6.84,186.8,4.39,9.507
Punjab,Patiala,Cotton,Kharif,240.23,565.1,13.5,7.04,213.3,4.32,5.014
Odisha,Sambalpur,Rice,Kharif,117.2,1144.8,38.3,6.21,172.9,0.29,9.981
Haryana,Rohtak,Mustard,Rabi,75.11,701.3,22.6,7.3,216.6,8.55,6.059
Punjab,Ludhiana,Wheat,Rabi,87.38,563.5,23.4,7.03,180.1,9.87,8.032
Bihar,Muzaffarpur,Wheat,Rabi,176.59,1255.1,25.6,6.51,154.8,2.61,8.722
Jharkhand,Dhanbad,Barley,Rabi,7.11,1215.3,24.1,5.35,105.9,7.04,6.314
Tamil Nadu,Thanjavur,Groundnut,Kharif,205.84,946.2,33.4,5.86,205.1,0.86,5.956
Uttar Pradesh,Agra,Maize,Kharif,40.3,856.8,19.6,6.59,129.6,5.2,8.234
